ad_id;anno_esame;ses_id;num_iscritti
12839;2021;1;0
12839;2021;1;0
12839;2021;1;0
12839;2021;2;0
12840;2021;1;0
12840;2021;2;8
12840;2021;1;38
12840;2021;1;33
12840;2021;1;26
12841;2021;2;14
12841;2021;1;33
12841;2021;1;31
12841;2021;1;28
12845;2021;1;18
12846;2021;1;28
12846;2021;1;36
12846;2021;1;32
4149;2013;3;6
4149;2013;3;4
4149;2015;1;0
4149;2015;1;1
4149;2015;3;6
4149;2015;6;3
4149;2017;1;0
4149;2017;1;9
4149;2017;2;34
4149;2017;2;30
4149;2017;2;23
4149;2017;3;16
4149;2017;4;10
4149;2020;1;55
4149;2020;1;16
4149;2020;1;13
4149;2020;3;3
4149;2020;3;6
4149;2020;3;5
4149;2020;4;3
4149;2020;6;4
4149;2020;2;6
4149;2021;1;1
4149;2013;4;3
4149;2018;2;19
4149;2018;2;9
4149;2018;2;9
4149;2018;3;8
4149;2018;4;7
4149;2014;1;2
4149;2014;1;3
4149;2014;3;40
4149;2014;3;11
4149;2014;4;2
4149;2014;4;4
4149;2014;5;2
4149;2016;2;59
4149;2016;2;22
4149;2016;2;8
4149;2016;3;7
4149;2016;4;4
4149;2017;6;0
4149;2021;1;33
4149;2021;1;33
4149;2021;1;16
4149;2021;2;0
4149;2020;6;2
4149;2013;2;54
4149;2013;2;9
4149;2018;1;44
5193;2020;3;6
5193;2020;1;5
5193;2020;1;6
5193;2020;3;2
5193;2020;1;19
5193;2020;1;25
5193;2020;1;25
5193;2020;3;8
5193;2020;3;6
5193;2020;3;3
5193;2020;4;5
5193;2020;6;5
5193;2020;2;16
5193;2020;6;6
5193;2021;1;16
5193;2021;1;11
5193;2021;1;20
5193;2021;2;14
5193;2021;1;4
5193;2020;3;0
5193;2019;1;6
5193;2019;1;9
5193;2019;3;25
5193;2019;3;18
5193;2019;3;18
5193;2019;4;13
5193;2019;6;19
5193;2019;2;1
5193;2019;5;2
5193;2020;2;1
5194;2020;1;0
5194;2020;1;0
5194;2020;1;0
5194;2020;3;2
5194;2020;3;0
5194;2020;3;2
5194;2020;6;2
5194;2020;2;0
5194;2020;6;3
5194;2021;1;1
5194;2021;1;0
5194;2021;1;0
5194;2021;2;3
5194;2019;1;0
5194;2019;1;0
5194;2019;3;0
5194;2019;3;0
5194;2019;3;0
5194;2019;4;0
5194;2019;6;0
5194;2019;2;0
5194;2019;5;0
5201;2018;6;0
5201;2013;3;9
5201;2013;3;2
5201;2015;1;8
5201;2015;1;28
5201;2014;4;0
5201;2014;1;0
5201;2015;3;5
5201;2015;6;16
5201;2017;1;20
5201;2017;1;46
5201;2017;2;43
5201;2017;2;24
5201;2017;3;23
5201;2017;4;21
5201;2016;4;11
5201;2021;1;0
5201;2021;1;1
5201;2021;2;1
5201;2013;4;24
5201;2016;6;1
5201;2018;5;2
5201;2018;2;32
5201;2018;2;22
5201;2018;2;19
5201;2018;4;13
5201;2014;1;3
5201;2014;1;3
5201;2014;3;8
5201;2014;3;16
5201;2014;4;6
5201;2014;4;5
5201;2014;5;10
5201;2016;2;45
5201;2016;2;6
5201;2016;2;10
5201;2016;3;11
5201;2018;1;19
5201;2018;1;34
5201;2013;2;18
5201;2020;3;0
5201;2015;2;51
5201;2015;2;14
5201;2015;2;20
5203;2017;1;4
5203;2015;6;32
5203;2018;6;1
5203;2020;1;1
5203;2020;6;8
5203;2020;1;3
5203;2020;3;2
5203;2020;3;8
5203;2020;4;10
5203;2020;1;2
5203;2020;3;4
5203;2020;2;3
5203;2013;3;15
5203;2013;2;26
5203;2015;1;21
5203;2015;1;23
5203;2015;3;26
5203;2013;4;19
5203;2015;2;34
5203;2015;2;35
5203;2015;2;26
5203;2016;6;9
5203;2016;3;0
5203;2016;4;17
5203;2016;3;8
5203;2018;1;0
5203;2018;1;2
5203;2018;2;9
5203;2018;2;7
5203;2018;3;5
5203;2018;4;7
5203;2014;3;48
5203;2014;3;34
5203;2014;4;16
5203;2014;4;19
5203;2014;5;25
5203;2014;1;6
5203;2021;1;1
5203;2020;6;5
5203;2021;1;3
5203;2021;1;3
5203;2021;2;8
5203;2013;2;57
5203;2017;4;14
5203;2017;2;4
5203;2017;2;9
5203;2017;3;9
5203;2017;2;8
5203;2015;4;8
5203;2019;3;5
6740;2013;2;0
6740;2013;2;0
6740;2013;3;2
6740;2015;1;0
6740;2015;1;0
6740;2014;4;0
6740;2014;1;0
6740;2015;3;0
6740;2015;6;0
6740;2021;1;0
6740;2021;2;1
6740;2013;4;5
6740;2018;2;10
6740;2018;2;5
6740;2018;3;3
6740;2018;4;3
6740;2016;2;0
6740;2016;2;1
6740;2016;2;1
6740;2016;3;0
6740;2017;6;0
6740;2018;1;0
6740;2018;1;0
6740;2020;6;1
6740;2015;2;0
6740;2015;2;0
6740;2015;2;0
6740;2016;1;0
6740;2016;1;0
6740;2019;1;5
6740;2019;1;11
6740;2019;3;7
6740;2019;3;10
6740;2019;3;10
6740;2019;4;4
6740;2019;6;6
6740;2019;2;3
6740;2019;5;5
6740;2020;2;2
6740;2020;3;1
6740;2020;3;1
6740;2020;3;2
6740;2020;4;0
3159;2017;1;0
3159;2017;1;2
3159;2018;6;4
3159;2013;3;15
3159;2013;3;15
3159;2013;5;1
3159;2015;1;0
3159;2015;1;4
3159;2015;3;2
3159;2015;6;4
3159;2020;1;4
3159;2020;1;2
3159;2020;3;6
3159;2020;3;2
3159;2020;3;7
3159;2020;4;4
3159;2020;6;11
3159;2020;2;3
3159;2013;4;23
3159;2013;5;0
3159;2015;2;15
3159;2015;2;6
3159;2015;2;8
3159;2016;6;1
3159;2018;2;8
3159;2018;2;2
3159;2018;2;6
3159;2018;3;2
3159;2018;4;6
3159;2014;5;9
3159;2014;3;21
3159;2014;4;0
3159;2014;3;44
3159;2014;4;3
3159;2014;1;5
3159;2016;2;4
3159;2016;2;6
3159;2016;2;5
3159;2016;3;0
3159;2017;4;10
3159;2021;1;2
3159;2021;1;0
3159;2021;1;0
3159;2020;6;8
3159;2014;6;2
3159;2013;2;30
3159;2013;2;27
3159;2017;3;4
3159;2017;2;4
3159;2017;2;7
9311;2013;2;2
9311;2013;2;0
9311;2017;5;0
9311;2017;1;2
9311;2015;6;0
9311;2013;3;0
9311;2013;3;2
9311;2013;5;2
9311;2015;2;3
9311;2016;4;0
9311;2013;4;4
9311;2015;4;1
9311;2015;4;1
9311;2015;2;3
9311;2015;2;5
9311;2016;3;2
9311;2017;2;2
9311;2020;3;1
9311;2015;1;0
3170;2018;6;2
3170;2013;3;3
3170;2015;1;0
3170;2015;1;3
3170;2014;4;0
3170;2014;1;0
3170;2015;3;6
3170;2015;6;4
3170;2017;1;3
3170;2017;1;3
3170;2017;2;59
3170;2017;2;49
3170;2017;2;28
3170;2017;3;12
3170;2017;4;10
3170;2016;4;3
3170;2021;1;2
3170;2021;1;1
3170;2021;2;0
3170;2013;4;6
3170;2018;2;37
3170;2018;2;31
3170;2018;2;18
3170;2018;3;8
3170;2018;4;3
3170;2014;3;21
3170;2014;3;34
3170;2014;5;1
3170;2014;1;3
3170;2014;4;7
3170;2016;2;11
3170;2016;3;10
3170;2016;2;55
3170;2016;2;20
3170;2020;6;0
3170;2013;2;39
3170;2013;3;6
3170;2013;3;5
3170;2018;1;5
3170;2018;1;5
3170;2020;4;2
3170;2020;6;3
3170;2020;3;22
3170;2020;3;23
3170;2020;3;11
3170;2015;2;62
3170;2015;2;29
3170;2015;2;16
3170;2016;1;0
3170;2016;1;1
9838;2017;1;2
9838;2017;1;2
9838;2017;2;2
9838;2017;2;2
9838;2017;2;3
9838;2017;4;3
9838;2017;6;0
9838;2017;3;3
3197;2013;3;0
3197;2013;3;0
3197;2013;4;0
3197;2014;1;0
10373;2014;6;4
10373;2020;3;0
10373;2020;1;0
10373;2020;2;0
10373;2013;3;7
10373;2013;3;21
10373;2014;1;7
10373;2014;1;10
10373;2014;3;18
10373;2014;3;14
10373;2014;4;17
10373;2014;4;21
10373;2014;5;18
10373;2013;4;18
10373;2013;2;9
10373;2013;2;8
10373;2014;6;10
12453;2021;1;12
12453;2021;1;8
12453;2021;1;4
12453;2021;2;4
703;2019;1;48
703;2019;1;34
703;2019;3;6
703;2019;3;10
703;2019;3;8
703;2019;4;8
703;2019;6;7
703;2019;2;0
703;2019;5;0
703;2020;1;29
703;2020;1;37
703;2020;1;33
703;2020;3;6
703;2020;3;6
703;2020;3;5
703;2020;4;5
703;2020;6;0
703;2020;2;12
703;2021;1;2
703;2021;1;2
703;2021;1;4
703;2020;6;3
705;2020;1;18
705;2020;1;13
705;2020;1;10
705;2020;3;1
705;2020;3;1
705;2020;3;1
705;2020;4;0
705;2020;6;1
705;2020;2;3
705;2020;3;9
705;2020;3;7
705;2020;3;12
705;2020;4;7
705;2020;6;5
705;2020;6;4
705;2021;1;1
705;2021;1;3
705;2021;1;5
705;2021;2;5
716;2014;6;2
716;2014;6;1
716;2015;5;4
716;2015;5;2
716;2018;6;3
716;2018;6;1
716;2020;1;6
716;2020;3;4
716;2020;3;20
716;2020;6;4
716;2020;2;4
716;2020;1;0
716;2020;1;2
716;2020;3;7
716;2020;4;8
716;2013;5;4
716;2015;1;1
716;2015;1;12
716;2015;3;4
716;2015;6;10
716;2017;1;3
716;2017;1;21
716;2017;2;11
716;2017;2;7
716;2017;2;13
716;2017;3;5
716;2017;4;3
716;2018;5;4
716;2014;6;0
716;2013;4;6
716;2014;1;9
716;2014;1;16
716;2014;3;13
716;2014;3;9
716;2014;4;5
716;2014;4;6
716;2014;5;4
716;2015;4;2
716;2016;6;1
716;2018;2;17
716;2018;2;0
716;2018;2;11
716;2018;3;9
716;2018;4;3
716;2018;5;4
716;2021;1;1
716;2021;1;1
716;2021;1;7
716;2021;2;1
716;2016;2;10
5848;2018;6;4
5848;2020;1;0
5848;2020;1;3
5848;2018;2;2
5848;2018;2;7
5848;2018;3;9
5848;2018;4;2
5848;2018;1;8
5848;2018;1;20
5848;2021;1;6
5848;2021;1;7
5848;2021;1;14
5848;2021;2;4
5848;2020;6;2
5848;2019;1;7
5848;2019;1;23
5848;2019;3;8
5848;2019;3;2
5848;2019;3;8
5848;2019;4;5
5848;2019;6;4
5848;2019;2;2
5848;2019;5;5
5848;2020;6;1
5848;2020;3;1
5848;2020;2;2
5868;2014;6;8
5868;2018;6;15
5868;2018;6;14
5868;2013;3;2
5868;2015;1;11
5868;2015;1;15
5868;2015;3;22
5868;2015;6;34
5868;2017;1;0
5868;2017;1;1
5868;2017;2;8
5868;2017;2;6
5868;2017;2;5
5868;2016;4;4
5868;2020;1;6
5868;2020;3;11
5868;2020;3;10
5868;2020;3;16
5868;2020;4;7
5868;2020;6;9
5868;2020;2;4
5868;2013;5;2
5868;2015;4;5
5868;2015;4;0
5868;2015;1;1
5868;2015;4;1
5868;2016;6;2
5868;2016;3;1
5868;2018;2;11
5868;2018;2;16
5868;2018;3;12
5868;2018;4;19
5868;2014;1;1
5868;2014;4;12
5868;2014;4;20
5868;2014;5;30
5868;2017;6;0
5868;2017;4;7
5868;2018;1;6
5868;2018;1;7
5868;2021;1;1
5868;2021;1;2
5868;2021;1;12
5868;2020;6;3
5868;2021;2;5
5868;2013;2;7
5868;2017;3;5
5868;2020;4;1
5868;2015;2;18
5868;2015;2;25
9459;2017;5;14
9459;2017;1;49
9459;2017;1;7
9459;2015;6;14
9459;2018;6;23
9459;2020;1;0
9459;2013;3;4
9459;2013;3;11
9459;2013;5;1
9459;2015;1;11
9459;2015;1;33
9459;2015;3;10
9459;2016;4;33
9459;2013;4;17
9459;2014;1;0
9459;2014;3;22
9459;2014;3;41
9459;2014;4;6
9459;2014;4;10
9459;2014;5;2
9459;2015;2;28
9459;2015;2;20
9459;2015;2;11
9459;2016;3;17
9459;2016;3;6
9459;2016;6;2
9459;2018;5;4
9459;2018;2;15
9459;2018;2;12
9459;2018;3;26
9459;2017;4;25
9459;2013;2;25
9459;2013;2;33
9459;2017;3;19
9459;2018;1;13
9459;2018;1;28
9459;2017;6;7
9459;2018;4;21
9459;2017;2;37
9459;2017;2;27
9459;2017;2;37
7442;2017;1;41
7442;2017;1;14
7442;2017;2;10
7442;2017;2;2
7442;2017;2;4
7442;2017;3;5
7442;2017;4;8
7442;2020;1;1
7442;2020;1;1
7442;2020;1;1
7442;2020;3;93
7442;2020;3;9
7442;2020;3;6
7442;2020;4;10
7442;2020;6;0
7442;2020;2;0
7442;2018;2;10
7442;2018;2;12
7442;2018;2;11
7442;2018;3;5
7442;2018;4;1
7442;2017;6;0
7442;2021;1;1
7442;2021;1;1
7442;2021;1;2
7442;2020;6;1
7442;2018;1;69
7442;2018;1;26
7442;2019;1;63
7442;2019;1;9
7442;2019;3;8
7442;2019;3;6
7442;2019;3;9
7442;2019;4;3
7442;2019;6;2
7442;2019;2;2
7442;2019;5;1
4401;2013;3;5
4401;2015;1;0
4401;2015;1;1
4401;2014;4;0
4401;2014;1;0
4401;2015;3;3
4401;2015;6;7
4401;2020;1;1
4401;2013;4;2
4401;2019;5;0
4401;2014;6;2
4401;2014;3;7
4401;2014;3;13
4401;2013;2;0
4401;2013;2;6
4401;2015;2;24
4401;2015;2;11
4401;2015;2;5
11070;2017;1;3
11070;2017;1;7
11070;2017;2;17
11070;2017;2;3
11070;2017;2;9
11070;2017;3;3
11070;2017;4;17
11070;2016;4;2
11070;2020;1;4
11070;2020;1;2
11070;2020;1;4
11070;2020;3;4
11070;2020;3;12
11070;2020;3;7
11070;2020;4;14
11070;2020;6;6
11070;2020;2;3
11070;2018;2;44
11070;2018;2;29
11070;2018;2;29
11070;2018;3;22
11070;2018;4;17
11070;2016;2;24
11070;2016;2;17
11070;2016;2;19
11070;2016;3;9
11070;2017;6;0
11070;2021;1;5
11070;2021;1;1
11070;2021;1;6
11070;2021;2;2
11070;2020;6;1
11070;2018;1;23
11070;2018;1;17
11070;2016;1;2
11070;2016;1;6
11070;2019;1;6
11070;2019;1;12
11070;2019;3;30
11070;2019;3;6
11070;2019;3;8
11070;2019;4;7
11070;2019;6;5
11070;2019;2;2
11070;2019;5;2
11071;2017;2;9
11071;2017;3;6
11071;2017;4;3
11071;2018;6;0
11071;2018;5;9
11071;2020;1;4
11071;2020;1;11
11071;2020;1;7
11071;2020;3;6
11071;2020;3;5
11071;2020;4;8
11071;2020;6;15
11071;2020;2;7
11071;2018;4;0
11071;2018;5;12
11071;2018;2;8
11071;2018;2;9
11071;2018;3;9
11071;2017;6;0
11071;2018;1;3
11071;2018;1;19
11071;2020;6;11
11071;2021;1;2
11071;2021;1;2
11071;2021;1;1
11071;2021;2;7
11071;2019;1;2
11071;2019;1;7
11071;2019;3;4
11071;2019;3;1
11071;2019;3;5
11071;2019;4;9
11071;2019;6;4
11071;2019;2;6
11071;2019;5;6
10049;2013;2;17
10049;2013;2;14
10049;2013;3;4
10049;2013;3;2
10049;2013;2;1
10049;2015;1;0
10049;2015;1;3
10049;2015;3;1
10049;2015;6;1
10049;2013;4;7
10049;2013;3;0
10049;2013;2;24
10049;2013;2;2
10049;2015;4;1
10049;2016;6;2
10049;2016;2;2
10049;2016;2;2
10049;2016;2;2
10049;2016;5;3
10049;2017;2;1
10049;2020;3;1
10049;2015;2;17
10049;2015;2;5
10049;2015;2;8
10049;2016;1;0
10049;2016;1;3
10049;2020;2;3
10050;2013;4;0
10050;2013;3;0
10050;2013;3;0
10050;2013;3;0
10050;2013;3;0
10050;2013;2;0
10050;2013;2;0
2384;2021;2;3
2384;2021;1;24
2384;2021;1;39
2384;2021;1;14
2384;2021;1;2
2384;2021;1;3
2384;2021;1;6
344;2012;3;0
344;2014;6;2
344;2015;5;3
344;2019;1;14
344;2019;1;10
344;2019;3;5
344;2019;3;6
344;2019;3;8
344;2019;4;8
344;2019;6;3
344;2019;2;5
344;2019;5;4
344;2013;3;11
344;2013;3;19
344;2015;1;6
344;2015;1;10
344;2015;3;22
344;2015;6;28
344;2020;1;10
344;2020;1;9
344;2020;1;12
344;2020;3;20
344;2020;3;13
344;2020;3;25
344;2020;4;10
344;2020;6;18
344;2020;2;5
344;2013;4;19
344;2014;1;18
344;2014;1;12
344;2014;3;37
344;2014;3;32
344;2014;4;12
344;2014;4;13
344;2014;5;8
344;2015;4;1
344;2015;4;3
344;2016;3;13
344;2018;2;4
344;2018;2;9
344;2018;2;12
344;2018;3;7
344;2018;4;13
344;2016;2;25
344;2021;1;7
344;2021;1;7
344;2021;1;7
344;2021;2;3
344;2020;6;5
344;2014;6;0
10077;2013;3;11
10077;2013;3;7
10077;2013;2;20
10077;2013;4;11
10078;2013;3;8
10078;2013;3;9
10078;2013;2;1
10078;2013;2;7
10078;2013;2;7
10078;2013;4;9
10078;2013;2;19
10078;2013;2;18
10079;2015;6;39
10079;2019;1;17
10079;2019;1;17
10079;2019;3;51
10079;2019;3;23
10079;2019;3;25
10079;2019;4;17
10079;2019;6;19
10079;2019;2;4
10079;2019;5;5
10079;2015;1;5
10079;2015;1;9
10079;2015;3;33
10079;2016;4;8
10079;2017;1;9
10079;2017;1;16
10079;2017;2;9
10079;2017;2;12
10079;2017;2;15
10079;2017;4;16
10079;2020;6;5
10079;2020;1;14
10079;2020;1;13
10079;2020;1;13
10079;2020;3;17
10079;2020;3;18
10079;2020;3;20
10079;2020;4;9
10079;2018;2;21
10079;2018;2;43
10079;2018;3;26
10079;2018;4;32
10079;2018;5;2
10079;2019;4;4
10079;2019;3;4
10079;2016;2;7
10079;2016;2;3
10079;2016;3;8
10079;2017;6;0
10079;2018;1;10
10079;2018;1;7
10079;2020;6;0
10079;2021;1;3
10079;2021;1;3
10079;2021;1;3
10079;2021;2;3
10079;2020;6;3
10079;2017;3;22
10079;2019;2;60
10079;2019;1;5
10081;2013;2;43
10081;2013;2;20
10081;2018;6;2
10081;2018;3;5
10081;2018;6;3
10081;2018;6;2
10081;2018;6;3
10081;2018;4;4
10081;2020;1;15
10081;2020;6;7
10081;2020;1;19
10081;2020;3;2
10081;2020;1;8
10081;2020;2;12
10081;2020;3;3
10081;2020;3;3
10081;2020;1;5
10081;2020;1;5
10081;2020;1;16
10081;2020;3;21
10081;2020;3;10
10081;2020;3;16
10081;2020;4;8
10081;2020;6;6
10081;2020;2;4
10081;2020;1;1
10081;2013;3;9
10081;2015;1;2
10081;2015;1;7
10081;2015;3;12
10081;2015;5;6
10081;2015;6;13
10081;2015;2;18
10081;2017;1;5
10081;2017;1;7
10081;2017;2;2
10081;2017;2;4
10081;2017;2;11
10081;2017;3;6
10081;2017;4;20
10081;2018;5;4
10081;2018;2;10
10081;2018;2;3
10081;2018;2;5
10081;2018;5;0
10081;2013;2;35
10081;2014;7;40
10081;2014;6;1
10081;2013;4;6
10081;2014;1;9
10082;2015;6;4
10082;2015;1;1
10082;2015;1;0
10082;2014;5;7
10082;2015;3;1
10082;2016;2;8
10082;2019;3;4
10082;2017;2;1
10082;2014;4;3
10082;2014;3;22
10082;2015;2;16
10082;2015;2;33
5518;2020;1;23
5518;2020;1;18
5518;2016;4;15
5518;2020;1;20
5518;2020;1;16
5518;2020;1;31
5518;2020;3;7
5518;2020;3;17
5518;2020;3;11
5518;2020;4;10
5518;2020;6;7
5518;2020;2;9
5518;2016;3;2
5518;2016;6;2
5518;2018;1;10
5518;2018;1;18
5518;2018;2;21
5518;2018;2;20
5518;2018;2;23
5518;2018;3;21
5518;2018;4;30
5518;2021;1;1
5518;2021;1;1
5518;2021;1;13
5518;2021;1;15
5518;2021;1;13
5518;2021;2;13
5518;2020;6;2
5518;2019;1;24
5518;2019;1;40
5518;2019;3;30
5518;2019;3;19
5518;2019;3;23
5518;2019;4;17
5518;2019;6;17
5518;2019;2;10
5518;2019;5;13
5519;2014;6;2
5519;2013;3;6
5519;2015;1;0
5519;2015;1;23
5519;2014;4;0
5519;2014;4;0
5519;2015;3;13
5519;2015;6;8
5519;2015;2;21
5519;2015;2;16
5519;2015;2;17
5519;2014;1;6
5519;2014;1;37
5519;2014;3;16
5519;2014;3;21
5519;2014;4;24
5519;2014;5;29
5519;2013;2;7
5519;2013;2;7
5520;2013;2;0
5520;2013;2;0
425;2019;6;44
425;2019;5;16
425;2020;1;31
425;2020;1;21
425;2020;1;22
425;2020;3;11
425;2020;3;12
425;2020;3;9
425;2020;4;9
425;2020;6;9
425;2020;2;12
425;2021;1;21
425;2021;1;18
425;2021;1;24
425;2020;6;13
430;2019;1;0
430;2019;3;19
430;2019;3;9
430;2019;3;18
430;2019;4;15
430;2019;6;8
430;2019;2;8
430;2019;5;11
430;2013;3;2
430;2013;3;3
430;2013;2;2
430;2015;3;3
430;2015;6;4
430;2016;6;0
430;2020;1;3
430;2020;1;4
430;2020;1;7
430;2020;3;3
430;2020;3;13
430;2020;4;6
430;2020;6;8
430;2020;2;4
430;2014;1;14
430;2014;1;20
430;2014;3;6
430;2014;3;14
430;2014;4;9
430;2014;4;6
430;2018;5;6
430;2018;2;17
430;2018;2;8
430;2018;2;3
430;2018;3;8
430;2018;4;3
430;2016;2;22
430;2016;2;9
430;2016;2;3
430;2016;4;2
430;2021;1;7
430;2021;1;5
430;2021;1;9
430;2020;6;5
430;2013;2;23
430;2013;2;14
430;2017;3;7
430;2017;2;1
430;2017;2;7
430;2018;1;3
430;2018;1;4
430;2017;6;2
5550;2014;6;1
5550;2015;6;3
5550;2013;3;0
5550;2013;3;0
5550;2013;5;0
5550;2016;4;1
5550;2013;4;1
5550;2014;6;0
5550;2016;6;0
5550;2016;3;0
5550;2014;4;0
5550;2014;1;4
5550;2014;5;0
5550;2014;4;0
5550;2014;3;1
5550;2014;1;1
5550;2014;3;0
5550;2014;6;1
5550;2013;2;7
5550;2013;2;7
5550;2016;5;1
5550;2016;5;1
5550;2017;2;1
10680;2020;4;1
10680;2020;1;2
10680;2020;1;3
10680;2020;1;3
10680;2020;3;0
10680;2020;2;0
10680;2020;3;0
10680;2020;3;2
10680;2020;6;0
10680;2015;1;87
10680;2015;1;66
10680;2015;3;10
10680;2015;6;4
10680;2017;1;86
10680;2017;1;67
10680;2017;2;36
10680;2017;2;21
10680;2017;2;14
10680;2017;3;7
10680;2017;4;8
10680;2014;1;58
10680;2014;1;46
10680;2014;3;21
10680;2014;3;13
10680;2014;4;6
10680;2014;4;4
10680;2014;5;5
10680;2018;2;22
10680;2018;2;16
10680;2018;2;14
10680;2018;3;10
10680;2018;4;8
10680;2016;2;25
10680;2016;2;24
10680;2016;2;14
10680;2016;3;9
10680;2016;4;13
10680;2021;1;0
10680;2021;2;0
10680;2020;6;0
10680;2016;5;1
10680;2018;1;42
10680;2018;1;48
10680;2015;2;36
10680;2015;2;22
10680;2015;2;12
10680;2016;1;75
10680;2016;1;76
10680;2019;1;9
10680;2019;1;5
10681;2017;5;4
10681;2018;6;5
10681;2018;6;5
10681;2020;1;20
10681;2020;3;3
10681;2020;3;6
10681;2020;1;18
10681;2020;3;8
10681;2020;4;8
10681;2020;6;5
10681;2020;2;5
10681;2020;1;25
10681;2015;1;2
10681;2015;1;4
10681;2015;1;1
10681;2015;1;1
10681;2015;3;17
10681;2015;6;25
10681;2017;1;32
10681;2017;1;36
10681;2017;2;47
10681;2017;2;45
10681;2017;2;39
10681;2017;4;29
10681;2018;5;3
10681;2014;1;1
10681;2014;1;2
10681;2014;3;17
10681;2014;3;13
10681;2014;4;13
10681;2014;4;12
10681;2014;5;11
10681;2016;6;3
10681;2018;2;25
10681;2018;2;23
10681;2018;3;20
10681;2018;4;11
10681;2018;5;6
10681;2016;2;33
10681;2016;2;31
10681;2016;2;38
10681;2016;3;38
10681;2016;4;46
10681;2016;5;6
10681;2020;6;5
10681;2014;6;39
10681;2014;6;15
10681;2016;5;4
10681;2017;6;4
10681;2017;3;35
5569;2014;6;5
5569;2014;6;2
5569;2017;1;2
5569;2016;2;2
5569;2013;3;1
5569;2013;3;0
5569;2014;5;1
5569;2015;1;0
5569;2015;1;1
5569;2015;3;1
5569;2013;4;2
5569;2015;2;3
5569;2015;2;0
5569;2015;4;0
5569;2015;2;1
5569;2015;4;2
5569;2016;6;2
5569;2016;3;1
5569;2014;6;1
5569;2013;2;0
5569;2013;2;4
5569;2014;4;0
5569;2014;3;1
5569;2015;4;3
1477;2020;6;0
1477;2020;4;0
1477;2020;2;0
1477;2020;1;0
1477;2020;3;0
1477;2020;3;0
1477;2020;1;0
1477;2020;1;0
1477;2020;3;0
1477;2013;3;8
1477;2013;2;10
1477;2013;2;14
1477;2017;1;4
1477;2017;1;6
1477;2017;2;3
1477;2017;2;3
1477;2017;2;5
1477;2017;3;6
1477;2017;4;4
1477;2013;4;6
1477;2015;2;2
1477;2015;3;2
1477;2015;5;3
1477;2016;4;3
1477;2018;2;1
1477;2018;2;1
1477;2018;2;0
1477;2018;3;0
1477;2018;4;2
1477;2021;1;0
1477;2021;1;3
1477;2021;2;4
1477;2014;1;7
1477;2014;4;11
1477;2014;3;7
1477;2014;5;6
1477;2016;2;13
1477;2016;2;10
1477;2016;2;3
1477;2016;3;8
1477;2017;6;0
1477;2020;6;0
1477;2018;1;0
1477;2018;1;1
1477;2015;1;4
1477;2015;2;4
1477;2016;1;17
1477;2016;1;14
1477;2019;1;2
1477;2019;1;1
4038;2013;3;3
4038;2013;3;0
4038;2015;1;25
4038;2015;1;19
4038;2015;6;2
4038;2015;3;4
4038;2013;4;3
4038;2016;6;3
4038;2016;2;6
4038;2016;2;7
4038;2016;2;5
4038;2016;3;4
4038;2016;4;3
4038;2013;2;4
4038;2013;2;7
4038;2016;5;1
4038;2016;5;0
4038;2015;2;14
4038;2015;2;2
4038;2015;2;6
4038;2016;1;79
4038;2016;1;19
12240;2021;1;0
12240;2021;1;0
12240;2021;1;0
12240;2021;2;0
12241;2021;1;2
12241;2021;1;3
12241;2021;1;2
12241;2021;2;1
12282;2020;1;2
12282;2020;1;0
12282;2020;1;0
12282;2020;1;1
12282;2020;3;3
12282;2020;3;7
12282;2020;3;3
12282;2020;4;7
12282;2020;6;2
12282;2020;2;0
12282;2019;4;7
12282;2019;6;3
12282;2019;3;26
12282;2019;3;30
12282;2019;5;0
12282;2021;1;2
12282;2021;1;0
12282;2021;1;1
12282;2021;2;1
12282;2020;6;4
12282;2019;1;0
12282;2019;1;0
12282;2019;3;17
12282;2019;2;0
12282;2020;2;1
